SCHOOL,DISTRICT,COUNTY,DISTRICT_TYPE,REGION,ATTENDANCE_RATE,LANGUAGE_ARTS_AVERAGE_CLASS_SIZE,MATHEMATICS_AVERAGE_CLASS_SIZE,SCIENCE_AVERAGE_CLASS_SIZE,HISTORY_GOVERNMENT_AND_GEOGRAPHY_AVERAGE_CLASS_SIZE,GRADE_1_AVERAGE_CLASS_SIZE,GRADE_2_AVERAGE_CLASS_SIZE,KINDERGARTEN_AVERAGE_CLASS_SIZE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,TEACHER_TURNOVER_RATE,PERCENT_OF_STUDENTS_SUSPENDED,N_PUPILS,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PRE_K,K,GRADE_01,GRADE_02,GRADE_03,GRADE_04,GRADE_05,GRADE_06,GRADE_07,GRADE_08,GRADE_09,GRADE_10,GRADE_11,GRADE_12,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES
821e47c4,ccf2bb76,139cbb5b,High-Need Urban/Suburban,Central New York,89,20.25,20.25,20,NA,23,20,21,67,1,35,0,2,NA,8,425,3185,25201,0,62,69,60,50,59,60,65,0,0,0,0,0,0,51,49,0,0,3,0,8,82,6,27,78,0,9,2,0
dd1adbe4,ccf2bb76,139cbb5b,High-Need Urban/Suburban,Central New York,83,11,17.666666666666668,17,15.5,NA,NA,NA,53,1,81,6,1,NA,8,978,3269,24109,0,0,0,0,0,0,0,0,0,0,234,227,231,267,52,48,1,0,1,0,8,87,3,18,57,1,9,3,0
2ff36a21,ccf2bb76,139cbb5b,High-Need Urban/Suburban,Central New York,88,22.5,17.333333333333332,19.5,NA,NA,NA,NA,58,3,49,4,2,NA,15,490,3169,28426,0,0,0,0,0,0,0,0,250,232,0,0,0,0,50,50,2,0,1,0,8,88,2,19,64,1,9,2,0
4e1dc7a2,ccf2bb76,139cbb5b,High-Need Urban/Suburban,Central New York,91,21,21,23,NA,21,20,18,58,3,32,0,2,NA,4,449,3177,26175,0,55,66,63,70,55,67,64,0,0,0,0,0,0,49,51,6,1,1,0,15,82,1,17,70,2,9,3,0
566e336a,ccf2bb76,139cbb5b,High-Need Urban/Suburban,Central New York,93,19.5,19.5,19,NA,24,14,19,46,3,39,1,1,NA,2,422,3163,24878,0,60,76,43,65,67,57,54,0,0,0,0,0,0,47,53,0,0,0,0,4,92,3,15,55,1,4,1,0
d8d96152,ccf2bb76,139cbb5b,High-Need Urban/Suburban,Central New York,93,19.5,19.5,23,NA,19,22,22,47,0,25,1,2,NA,4,303,3156,26415,0,46,39,49,47,46,46,30,0,0,0,0,0,0,50,50,0,0,1,0,4,92,3,17,51,0,4,2,0
89d3bf67,99f1b9c8,139cbb5b,High-Need Rural,Central New York,91,14.75,14.2,19.333333333333332,NA,NA,NA,NA,74,2,40,2,0,NA,16,382,4689,24934,0,0,0,0,0,0,101,85,102,90,0,0,0,0,54,46,0,0,0,0,1,99,0,16,78,0,2,0,0
ce6b300f,99f1b9c8,139cbb5b,High-Need Rural,Central New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ebb0c1e7,99f1b9c8,139cbb5b,High-Need Rural,Central New York,92,14,14,NA,NA,15,13,16,68,1,43,0,1,NA,5,490,5991,22217,72,94,90,81,74,79,0,0,0,0,0,0,0,0,50,50,1,0,0,0,0,100,0,22,72,0,1,0,0
70386c35,f1498e81,139cbb5b,Average Need,Central New York,94,17.333333333333332,17.333333333333332,NA,NA,20,19,19,54,1,30,1,1,NA,2,387,1885,22335,31,57,59,57,63,54,66,0,0,0,0,0,0,0,50,50,0,0,1,0,3,95,1,21,59,0,2,1,2
e37707d4,f1498e81,139cbb5b,Average Need,Central New York,94,19.333333333333332,19.333333333333332,NA,NA,16,19,19,35,1,30,1,0,NA,1,393,1866,22189,33,77,49,58,63,55,58,0,0,0,0,0,0,0,49,51,2,0,1,1,4,92,3,15,38,0,1,0,3
338cef2e,f1498e81,139cbb5b,Average Need,Central New York,90,20,19.666666666666668,17.25,20,NA,NA,NA,42,3,86,5,5,NA,10,1087,2070,26270,0,0,0,0,0,0,0,0,0,0,250,282,252,296,54,46,0,1,1,0,2,93,3,14,46,0,4,1,1
3d4e42f8,f1498e81,139cbb5b,Average Need,Central New York,93,21,21,NA,NA,17,20,19,48,3,33,1,1,NA,3,466,1912,22658,34,76,67,80,79,63,67,0,0,0,0,0,0,0,50,50,0,0,0,1,1,95,3,11,54,0,3,0,1
97e39889,f1498e81,139cbb5b,Average Need,Central New York,92,15.666666666666666,15.666666666666666,13,NA,16,15,14,53,4,33,1,1,NA,3,383,1857,22003,35,56,64,59,56,56,49,0,0,0,0,0,0,0,50,50,0,0,0,0,1,97,1,24,59,0,4,0,1
1eeb4de4,f1498e81,139cbb5b,Average Need,Central New York,92,20,21.25,20,NA,NA,NA,NA,44,3,81,3,2,NA,9,827,2105,24392,0,0,0,0,0,0,0,258,288,273,0,0,0,0,52,48,0,0,1,0,2,94,3,16,48,0,3,0,1
8317c15b,70a809a9,139cbb5b,Average Need,Central New York,94,18,18,NA,NA,13,10,11,49,3,34,1,1,NA,3,371,2316,22208,36,67,78,53,69,67,0,0,0,0,0,0,0,0,49,51,1,0,1,0,1,94,4,16,60,0,7,1,0
fc41f721,70a809a9,139cbb5b,Average Need,Central New York,94,14,14,NA,NA,17,17,17,52,4,20,0,1,NA,3,214,2469,24173,27,34,34,35,42,41,0,0,0,0,0,0,0,0,51,49,0,0,1,0,1,96,2,26,62,0,3,2,1
1ecdccfe,70a809a9,139cbb5b,Average Need,Central New York,89,13,17.25,14.5,17.5,NA,NA,NA,51,3,52,3,1,NA,8,594,2539,28772,0,0,0,0,0,0,0,0,0,0,161,138,141,149,53,47,0,1,1,1,2,93,3,16,56,0,6,1,1
5628ad8a,70a809a9,139cbb5b,Average Need,Central New York,92,18,18,NA,NA,17,17,18,55,3,21,0,1,NA,3,241,2442,23657,32,35,34,52,38,50,0,0,0,0,0,0,0,0,51,49,0,0,1,0,2,93,3,19,65,0,6,3,0
ff140e51,70a809a9,139cbb5b,Average Need,Central New York,93,18,19.4,21.333333333333332,NA,NA,NA,NA,49,4,58,3,2,NA,8,620,2517,24241,0,0,0,0,0,0,147,149,154,166,0,0,0,0,51,49,0,0,0,0,3,93,3,17,57,0,5,1,1
6f42550b,36aaa5b4,139cbb5b,Average Need,Central New York,91,18.25,18.25,19,NA,17,22,16,54,0,30,2,0,NA,2,379,2316,25323,0,47,50,66,53,53,56,54,0,0,0,0,0,0,48,52,2,0,1,2,14,77,6,18,64,0,6,3,0
0dab049c,36aaa5b4,139cbb5b,Average Need,Central New York,92,21.25,21.25,21,NA,23,23,23,57,0,22,2,0,NA,3,304,2621,28146,0,46,45,46,41,41,41,44,0,0,0,0,0,0,54,46,0,1,5,2,13,73,7,27,66,0,6,1,1
c8ddd4c8,36aaa5b4,139cbb5b,Average Need,Central New York,91,16.25,16.5,16,NA,12,17,17,59,0,31,2,0,NA,6,350,2488,28470,0,52,37,68,47,47,48,51,0,0,0,0,0,0,48,52,0,0,2,0,12,80,6,26,72,0,11,1,0
c0a12d60,36aaa5b4,139cbb5b,Average Need,Central New York,93,20,20,21,NA,20,21,16,39,0,29,2,0,NA,1,410,2324,24186,0,49,59,62,53,68,64,55,0,0,0,0,0,0,50,50,2,0,1,2,9,82,6,19,44,0,5,0,0
c3652b6e,36aaa5b4,139cbb5b,Average Need,Central New York,93,19.25,19.25,22,NA,14,19,23,36,0,39,2,0,NA,4,399,2591,26522,0,68,42,56,59,47,67,51,0,0,0,0,0,0,56,44,0,0,0,0,3,91,6,24,45,0,6,1,2
7c84d2f9,36aaa5b4,139cbb5b,Average Need,Central New York,92,22.5,18.666666666666668,19,NA,NA,NA,NA,50,0,51,4,0,NA,10,575,2333,27278,0,0,0,0,0,0,0,0,309,263,0,0,0,0,49,51,1,0,1,1,9,85,5,15,53,0,7,1,1
b41ac7f4,36aaa5b4,139cbb5b,Average Need,Central New York,86,17,18.75,21,18.5,NA,NA,NA,46,0,92,6,2,NA,12,1096,2138,26008,0,0,0,0,0,0,0,0,0,0,301,268,246,267,53,47,1,0,2,1,6,89,3,13,49,0,7,0,0
754129c1,eea61631,139cbb5b,High-Need Rural,Central New York,91,16,16,12.6,17,NA,NA,NA,46,2,48,0,0,NA,9,514,2468,27916,0,0,0,0,0,0,0,60,62,70,74,76,73,90,49,51,0,0,0,1,2,94,2,14,50,0,4,0,0
658a6b5c,eea61631,139cbb5b,High-Need Rural,Central New York,94,16.333333333333332,16.333333333333332,19,NA,NA,NA,NA,49,2,38,0,0,NA,2,423,2785,23843,44,51,65,71,59,58,73,0,0,0,0,0,0,0,50,50,0,0,1,1,1,96,2,19,56,0,2,1,1
28f25696,97584379,139cbb5b,High-Need Rural,Central New York,93,16,13.666666666666666,10.5,18,NA,NA,NA,47,1,31,2,1,NA,7,233,3130,30301,0,0,0,0,0,0,0,0,0,0,67,59,47,54,49,51,0,0,0,0,2,97,0,14,48,0,0,1,1
07bc044d,97584379,139cbb5b,High-Need Rural,Central New York,94,15.333333333333334,15.333333333333334,14,NA,17,14,18,53,2,28,0,1,NA,2,381,3798,25510,38,53,68,55,52,57,57,0,0,0,0,0,0,0,57,43,0,1,0,1,2,95,2,12,57,0,2,2,0
3f4cad89,97584379,139cbb5b,High-Need Rural,Central New York,94,14,13.75,9,NA,NA,NA,NA,51,2,31,2,1,NA,8,172,3052,25280,0,0,0,0,0,0,0,60,54,56,0,0,0,0,59,41,0,1,0,2,1,95,2,13,56,0,1,0,0
3bd3360b,dacd9090,139cbb5b,Average Need,Central New York,92,19,19,NA,NA,NA,NA,NA,53,3,51,1,1,NA,1,631,499,24130,39,116,119,125,103,128,0,0,0,0,0,0,0,0,49,51,0,0,1,0,2,95,2,14,58,0,4,0,0
23f1fd12,dacd9090,139cbb5b,Average Need,Central New York,93,15.75,12.8,18,NA,NA,NA,NA,52,3,53,2,1,NA,6,511,475,25562,0,0,0,0,0,0,140,128,127,114,0,0,0,0,52,48,0,0,0,0,2,95,3,9,57,0,5,0,1
8ff92d68,dacd9090,139cbb5b,Average Need,Central New York,89,16,12.75,13.5,15.5,NA,NA,NA,50,4,53,2,1,NA,8,487,485,32450,0,0,0,0,0,0,0,0,0,0,127,116,121,116,55,45,0,0,1,0,2,95,2,8,55,0,5,0,0
6a1834ad,99000b8d,37b5aa49,High-Need Rural,Mohawk Valley,93,16.75,16.75,12,NA,13,14,15,44,0,20,1,0,NA,3,196,3471,25451,22,29,26,27,21,26,24,21,0,0,0,0,0,0,48,52,0,0,1,1,1,97,1,14,52,0,0,0,0
2c5e8ff3,99000b8d,37b5aa49,High-Need Rural,Mohawk Valley,90,9.333333333333334,10.6,13.333333333333334,13.5,NA,NA,NA,55,0,20,1,0,NA,5,139,3414,27870,0,0,0,0,0,0,0,0,20,22,21,34,22,15,47,53,1,0,0,1,2,95,2,24,62,0,0,0,0
95dd2763,5acfa666,37b5aa49,High-Need Rural,Mohawk Valley,95,14.428571428571429,15,11.166666666666666,11,NA,NA,NA,41,6,41,0,0,NA,2,384,3491,26767,16,28,31,30,39,33,32,25,23,24,34,24,19,25,54,46,0,0,1,2,2,93,2,10,48,0,0,0,0
7bdff20e,021c9edb,37b5aa49,High-Need Rural,Mohawk Valley,94,11.142857142857142,12.11111111111111,10.666666666666666,13,NA,NA,NA,39,8,35,1,0,NA,6,303,1045,29755,16,18,29,21,15,22,18,29,19,21,32,24,13,23,46,54,1,0,2,0,9,89,0,14,60,0,2,0,0
a76410c6,c3c388f6,37b5aa49,Average Need,Mohawk Valley,94,16,13,15,12,NA,NA,NA,42,7,25,1,0,NA,5,247,1625,33311,14,10,22,18,14,13,18,13,19,22,22,20,25,17,46,54,0,0,3,0,3,91,3,18,52,0,0,0,0
5203c074,16809deb,37b5aa49,High-Need Rural,Mohawk Valley,94,11.571428571428571,10.555555555555555,10.5,15,NA,NA,NA,48,1,40,3,1,NA,3,346,2809,28516,12,30,15,23,31,26,27,29,29,24,20,24,35,21,48,52,0,0,2,0,1,96,1,19,51,0,1,1,0
bd21c04c,f1aab800,37b5aa49,High-Need Rural,Mohawk Valley,93,11,11.333333333333334,10.666666666666666,12,NA,NA,NA,40,2,40,2,0,NA,0,307,5385,26019,13,22,19,27,14,28,27,22,30,10,20,22,22,27,53,47,0,0,0,1,3,93,3,22,52,0,0,0,1
3c227736,c3e93515,37b5aa49,Average Need,Mohawk Valley,92,17,15.666666666666666,17.25,18,NA,NA,NA,39,0,58,3,1,NA,7,499,1674,24113,0,0,0,0,0,0,0,0,0,0,118,135,136,105,52,47,0,0,8,4,7,77,4,21,40,0,1,0,0
2702dead,c3e93515,37b5aa49,Average Need,Mohawk Valley,95,20.333333333333332,20.333333333333332,24,NA,NA,NA,NA,35,0,26,1,0,NA,2,253,1674,22392,0,35,38,45,41,47,47,0,0,0,0,0,0,0,54,46,3,1,5,3,8,79,5,19,36,0,0,0,0
b6351bfa,c3e93515,37b5aa49,Average Need,Mohawk Valley,94,21.333333333333332,21.333333333333332,20,NA,NA,NA,NA,39,0,23,1,0,NA,1,280,1674,22411,0,35,53,55,47,46,41,0,0,0,0,0,0,0,51,49,1,0,6,4,7,80,3,15,39,0,1,0,0
fdeec5af,c3e93515,37b5aa49,Average Need,Mohawk Valley,93,15,13.75,15.5,NA,NA,NA,NA,44,0,45,2,1,NA,11,378,1695,22380,0,0,0,0,0,0,0,124,133,119,0,0,0,0,58,42,1,0,8,3,11,73,4,20,45,0,1,0,0
894f48cf,c3e93515,37b5aa49,Average Need,Mohawk Valley,92,18.666666666666668,18.666666666666668,17,NA,NA,NA,NA,41,0,25,1,0,NA,7,239,1674,22328,0,38,42,44,39,42,34,0,0,0,0,0,0,0,53,47,2,0,8,2,8,79,3,17,47,0,2,0,0
88c472cf,e95be997,37b5aa49,High-Need Rural,Mohawk Valley,93,21,21,25,NA,NA,NA,NA,42,1,21,1,0,NA,0,365,510,27282,37,63,49,53,50,64,49,0,0,0,0,0,0,0,48,52,1,1,1,0,6,91,2,16,58,0,2,0,0
1a09a998,e95be997,37b5aa49,High-Need Rural,Mohawk Valley,93,18,14.333333333333334,17,19,NA,NA,NA,37,0,25,2,1,NA,6,240,509,26070,0,0,0,0,0,0,0,0,0,0,71,55,54,60,45,55,0,0,3,1,5,88,3,15,43,0,0,1,0
5356e936,e95be997,37b5aa49,High-Need Rural,Mohawk Valley,94,19,16,12.5,NA,NA,NA,NA,44,0,22,1,1,NA,6,169,494,25244,0,0,0,0,0,0,0,56,56,57,0,0,0,0,53,47,0,0,2,0,5,88,4,16,50,0,1,0,0
5896e8a8,d0e53fc5,37b5aa49,Average Need,Mohawk Valley,95,19,19,22,NA,NA,NA,NA,26,3,36,1,1,NA,1,395,1461,22123,0,62,47,56,48,59,65,56,0,0,0,0,0,0,46,54,1,0,1,3,3,91,2,15,32,0,0,0,0
56112d78,d0e53fc5,37b5aa49,Average Need,Mohawk Valley,93,15.666666666666666,16,16.8,15,NA,NA,NA,25,3,33,2,0,NA,1,397,1172,25476,0,0,0,0,0,0,0,0,71,71,66,68,58,59,53,46,1,0,0,8,3,88,1,13,29,0,0,0,0
e5404572,a4ddb4c0,37b5aa49,High-Need Rural,Mohawk Valley,93,14.5,14.5,18,NA,14,17,NA,57,4,28,0,0,NA,0,244,0,26684,22,27,27,33,27,39,35,34,0,0,0,0,0,0,50,50,2,0,0,1,2,95,2,28,62,0,1,0,0
d8eadaf9,a4ddb4c0,37b5aa49,High-Need Rural,Mohawk Valley,92,13.666666666666666,12.2,13.25,13,NA,NA,NA,57,5,24,1,0,NA,10,191,0,30056,0,0,0,0,0,0,0,0,26,36,31,29,34,35,55,45,0,0,1,0,5,93,1,22,63,0,2,1,0
a2828874,148d6982,37b5aa49,Average Need,Mohawk Valley,93,16.714285714285715,13.7,15.5,12.5,NA,NA,NA,40,0,42,2,0,NA,5,451,3297,27053,32,26,39,19,35,33,36,35,36,35,29,23,37,33,53,47,0,0,0,0,2,93,5,23,46,0,1,0,0
bb18288a,0f3cd473,37b5aa49,Average Need,Mohawk Valley,94,19.857142857142858,17.7,15.666666666666666,12,NA,NA,NA,46,2,34,2,0,NA,5,328,4109,31583,18,17,29,25,17,24,21,25,25,22,24,21,34,26,48,52,1,0,1,0,4,95,0,18,50,0,0,0,0
dde5df4e,8d8eaf69,e244fac7,Low Need,Hudson Valley,95,18,21.333333333333332,19.5,17.5,NA,NA,NA,20,0,113,8,4,NA,3,1262,833,31542,0,0,0,0,0,0,0,0,1,0,313,318,278,340,50,50,2,0,3,3,25,68,1,20,23,0,1,0,0
3bd95ed3,8d8eaf69,e244fac7,Low Need,Hudson Valley,95,19.333333333333332,19.333333333333332,19,NA,15,15,15,17,1,56,0,1,NA,0,573,1095,31163,0,106,75,109,83,101,92,0,0,0,0,0,0,0,50,50,4,0,3,1,28,65,3,20,24,0,1,0,0
97c946bc,8d8eaf69,e244fac7,Low Need,Hudson Valley,95,19.333333333333332,20.25,23.5,NA,NA,NA,NA,19,1,97,4,1,NA,2,924,965,33404,0,0,0,0,0,0,0,277,318,322,1,0,0,0,52,48,5,0,3,2,31,62,2,23,23,0,0,0,0
691d37c7,8d8eaf69,e244fac7,Low Need,Hudson Valley,95,16.666666666666668,16.666666666666668,17,NA,19,18,15,23,1,60,0,1,NA,1,598,921,30895,0,102,93,106,96,101,100,0,0,0,0,0,0,0,48,52,10,1,3,3,32,58,3,23,30,0,1,0,0
350e1f5b,8d8eaf69,e244fac7,Low Need,Hudson Valley,95,19,19,23,NA,19,16,20,17,0,50,0,1,NA,1,502,1000,31997,0,81,74,82,95,77,93,0,0,0,0,0,0,0,49,51,8,0,1,3,28,66,2,22,20,0,1,0,0
745a5c13,57768fb0,e244fac7,Average Need,Hudson Valley,94,25.5,25.5,NA,NA,18,22,18,38,4,32,0,0,NA,0,368,882,31982,0,55,73,87,75,78,0,0,0,0,0,0,0,0,50,50,18,0,1,1,46,47,5,12,45,0,0,0,2
1a100642,57768fb0,e244fac7,Average Need,Hudson Valley,94,16,16,NA,NA,17,14,18,26,2,36,0,1,NA,0,390,877,35233,0,92,66,86,77,66,0,0,0,0,0,0,0,0,49,51,4,0,4,1,32,60,3,19,29,0,1,0,2
19edb5d7,57768fb0,e244fac7,Average Need,Hudson Valley,94,18.5,18.5,NA,NA,17,17,18,35,2,39,0,1,NA,0,463,914,34396,0,73,104,82,98,106,0,0,0,0,0,0,0,0,50,50,12,1,4,2,42,48,3,16,40,0,0,0,1
6400d667,57768fb0,e244fac7,Average Need,Hudson Valley,95,16,18.333333333333332,17.5,15.5,NA,NA,NA,32,4,111,7,3,NA,5,1321,940,35560,0,0,0,0,0,0,0,0,0,0,297,334,342,328,53,46,4,0,4,2,34,56,3,18,38,0,1,0,2
7ede1de5,57768fb0,e244fac7,Average Need,Hudson Valley,93,21.5,23,21.666666666666668,NA,NA,NA,NA,34,3,106,4,2,NA,2,1139,878,34486,0,0,0,0,0,0,264,287,290,290,0,0,0,0,52,48,4,0,3,2,39,51,4,19,38,0,1,0,2
c2a7d347,e033187c,e244fac7,Low Need,Hudson Valley,96,15.333333333333334,17,20,NA,10,14,15,18,0,36,0,0,NA,2,301,567,29981,0,48,40,44,51,57,61,0,0,0,0,0,0,0,54,46,3,0,1,2,12,80,5,12,18,0,0,0,0
a3773b67,e033187c,e244fac7,Low Need,Hudson Valley,96,11,19.333333333333332,17,13.5,NA,NA,NA,15,2,35,1,1,NA,1,312,553,34479,0,0,0,0,0,0,0,0,0,0,83,74,76,79,55,45,0,0,1,4,12,81,1,14,18,0,0,0,0
87fa189f,e033187c,e244fac7,Low Need,Hudson Valley,95,14.666666666666666,15.5,18.5,NA,NA,NA,NA,16,2,28,0,0,NA,3,172,664,32903,0,0,0,0,0,0,0,46,54,72,0,0,0,0,52,48,0,0,2,5,14,77,2,12,17,0,1,0,0
2fc824a9,020759b9,e244fac7,Low Need,Hudson Valley,96,21.5,16.571428571428573,21,NA,16,20,18,9,0,20,1,0,NA,0,215,1948,39614,16,18,31,20,25,18,20,19,26,22,0,0,0,0,48,52,1,0,0,3,13,75,9,13,9,0,1,0,0
784170ae,0f202bd6,e244fac7,Low Need,Hudson Valley,95,13,12.75,18,12,NA,NA,NA,22,2,48,0,0,NA,1,498,718,35422,0,0,0,0,0,0,0,0,0,0,119,115,141,123,54,46,3,0,3,1,29,64,3,15,26,0,0,0,0
b49fb173,0f202bd6,e244fac7,Low Need,Hudson Valley,98,15.25,19.6,21,NA,NA,NA,NA,20,2,35,0,1,NA,0,437,1175,31596,0,0,0,0,0,0,82,102,110,135,0,0,0,0,51,49,3,0,4,1,32,57,5,13,25,0,0,0,0
d710dd4f,0f202bd6,e244fac7,Low Need,Hudson Valley,95,19.5,19.5,NA,NA,NA,NA,NA,22,2,35,0,0,NA,0,574,2058,27545,0,93,114,100,128,132,0,0,0,0,0,0,0,0,52,48,6,1,3,2,30,57,6,12,28,0,1,0,0
faf7e85f,9cfffdce,e244fac7,Low Need,Hudson Valley,94,15.666666666666666,15.666666666666666,17,NA,NA,NA,NA,42,3,68,1,1,NA,0,633,1052,31567,0,0,0,0,218,212,200,0,0,0,0,0,0,0,56,44,17,0,3,2,52,41,2,14,46,0,0,0,0
646a8074,9cfffdce,e244fac7,Low Need,Hudson Valley,94,23,18,20.75,19.5,NA,NA,NA,39,4,95,6,2,NA,5,1080,1018,32597,36,0,0,0,0,0,0,0,0,0,246,242,300,243,51,49,12,0,2,3,48,44,3,16,45,0,0,0,0
ec93111a,9cfffdce,e244fac7,Low Need,Hudson Valley,94,NA,NA,NA,NA,17,18,16,38,3,59,1,0,NA,0,591,1058,36776,0,186,185,220,0,0,0,0,0,0,0,0,0,0,53,47,19,0,2,2,53,39,4,13,46,0,0,0,0
05f79a96,9cfffdce,e244fac7,Low Need,Hudson Valley,94,19,19.2,18.5,NA,NA,NA,NA,40,4,85,3,1,NA,6,650,1039,39582,0,0,0,0,0,0,0,214,212,217,0,0,0,0,52,48,12,0,3,2,54,39,2,19,46,0,0,0,0
380607be,272cc5c2,d518bdc5,Average Need,"Capital District, New York",93,15.333333333333334,15.333333333333334,16,NA,NA,NA,NA,54,3,39,2,0,NA,1,276,4397,34038,0,49,51,35,42,50,49,0,0,0,0,0,0,0,50,50,0,0,0,0,1,95,4,22,57,0,0,0,0
7194c50b,272cc5c2,d518bdc5,Average Need,"Capital District, New York",91,10.5,11.166666666666666,15.2,11.5,NA,NA,NA,46,4,46,2,0,NA,14,349,3710,32456,0,0,0,0,0,0,0,43,49,48,60,49,40,59,55,45,0,0,0,0,1,95,3,21,51,0,1,0,0
4758cd13,f192afc9,d518bdc5,Average Need,"Capital District, New York",92,17.25,15.833333333333334,17,17,NA,NA,NA,30,3,59,3,1,NA,5,593,1616,24552,0,0,0,0,0,0,0,78,68,93,90,84,82,92,51,49,0,0,2,2,6,87,5,13,34,0,1,0,0
72d68688,f192afc9,d518bdc5,Average Need,"Capital District, New York",95,15.666666666666666,17.333333333333332,16,NA,18,17,18,30,2,34,1,1,NA,1,499,1610,18640,45,70,75,86,60,82,81,0,0,0,0,0,0,0,53,47,0,0,0,0,4,91,4,14,33,0,0,0,0
3529ce86,25cec109,d518bdc5,Average Need,"Capital District, New York",94,18.333333333333332,18.333333333333332,21,NA,15,16,11,35,4,33,0,1,NA,0,243,1239,25386,0,43,45,47,31,36,41,0,0,0,0,0,0,0,48,52,0,0,1,0,4,86,8,19,42,0,2,0,2
aa0bb841,25cec109,d518bdc5,Average Need,"Capital District, New York",94,15.333333333333334,15.333333333333334,16,NA,13,13,12,20,0,32,0,1,NA,1,309,594,22744,0,36,52,53,56,49,63,0,0,0,0,0,0,0,54,46,0,0,3,6,6,79,6,16,25,0,1,1,1
e4475724,25cec109,d518bdc5,Average Need,"Capital District, New York",96,16.333333333333332,16.333333333333332,16,NA,11,13,13,19,1,38,1,1,NA,1,367,819,24896,0,53,56,65,66,64,63,0,0,0,0,0,0,0,54,46,0,0,2,3,6,83,6,20,22,0,0,1,0
d6c3740e,25cec109,d518bdc5,Average Need,"Capital District, New York",95,16.666666666666668,16.666666666666668,16,NA,21,20,16,23,2,44,0,1,NA,1,483,835,21313,0,80,84,81,80,92,66,0,0,0,0,0,0,0,54,46,6,0,6,14,8,68,4,13,27,0,1,1,1
3f9a40c3,25cec109,d518bdc5,Average Need,"Capital District, New York",94,19.666666666666668,19.666666666666668,19,NA,22,22,18,26,4,42,0,1,NA,0,467,1193,19734,0,72,88,66,75,83,75,0,0,0,0,0,0,0,53,47,3,0,8,10,8,67,7,10,34,0,1,0,2
296b7976,25cec109,d518bdc5,Average Need,"Capital District, New York",94,18,23.333333333333332,18.5,18.5,NA,NA,NA,24,2,108,6,2,NA,3,1215,581,24618,0,0,0,0,0,0,0,0,0,0,297,312,295,288,49,50,1,0,5,7,8,77,3,16,28,0,1,0,0
a327b290,25cec109,d518bdc5,Average Need,"Capital District, New York",94,16.666666666666668,19.75,23,NA,NA,NA,NA,27,2,92,4,2,NA,6,975,565,22825,0,0,0,0,0,0,0,287,344,339,0,0,0,0,50,50,1,0,4,9,7,73,7,15,31,0,1,0,1
c021ed4b,7e8252c2,d518bdc5,Average Need,"Capital District, New York",93,19.5,19.5,NA,NA,NA,NA,NA,54,6,24,1,1,NA,0,414,3284,20328,52,64,65,75,69,88,0,0,0,0,0,0,0,0,56,44,1,0,0,0,3,92,4,19,61,0,1,0,0
3350e0b5,7e8252c2,d518bdc5,Average Need,"Capital District, New York",92,18,14.25,15.75,16.5,NA,NA,NA,42,3,46,2,0,NA,4,327,2235,28178,0,0,0,0,0,0,0,0,0,0,93,90,78,60,52,48,0,1,1,1,4,90,4,16,46,0,0,0,0
f4ef7904,7e8252c2,d518bdc5,Average Need,"Capital District, New York",91,18.5,15.833333333333334,17.5,NA,NA,NA,NA,50,5,44,2,0,NA,6,311,2317,20417,0,0,0,0,0,0,67,78,85,72,0,0,0,0,57,43,0,0,1,0,3,91,4,23,57,0,1,0,0
08e794e9,a22682cd,d518bdc5,High-Need Urban/Suburban,"Capital District, New York",87,9,11,17,NA,NA,NA,NA,67,0,57,4,0,NA,24,442,5364,25484,0,0,0,0,0,0,0,139,146,151,0,0,0,0,49,51,2,0,24,0,14,49,13,24,74,0,10,0,0
34ecf082,a22682cd,d518bdc5,High-Need Urban/Suburban,"Capital District, New York",81,13,14.333333333333334,16.25,14,NA,NA,NA,68,0,63,3,0,NA,18,660,2599,21696,0,0,0,0,0,0,0,0,0,0,201,161,132,154,53,47,2,0,22,2,15,51,10,21,75,0,9,0,0
fc2b586e,a22682cd,d518bdc5,High-Need Urban/Suburban,"Capital District, New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
